Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet,State,county,Poverty Rate,Unemployment Rate
"Pike County, Mississippi",30949.0,39763.0,37.0,17470.0,12452.0,1174.0,14962.0,1164.0,5246.0,7224.0,3740.0,2913.0,1028.0,284.0,6415.0,28,113,31.31554460176546,2.952493524130473
"Tallahatchie County, Mississippi",30000.0,14552.0,34.7,14163.0,3007.0,630.0,4296.0,514.0,993.0,2072.0,1068.0,633.0,612.0,316.0,2004.0,28,135,20.66382627817482,4.3293018141836175
"Smith County, Mississippi",37697.0,16114.0,40.1,21864.0,2914.0,317.0,5850.0,671.0,1408.0,2526.0,1634.0,500.0,605.0,230.0,2669.0,28,129,18.08365396549584,1.9672334615861984
"Stone County, Mississippi",46283.0,17981.0,37.4,21615.0,2995.0,452.0,5979.0,1092.0,2215.0,3835.0,2737.0,910.0,574.0,47.0,1936.0,28,131,16.656470719092376,2.5137645292252935
"Warren County, Mississippi",41635.0,47510.0,38.2,22542.0,11152.0,1671.0,18559.0,2860.0,9103.0,12980.0,9597.0,2841.0,1286.0,306.0,4796.0,28,149,23.472953062513156,3.517154283308777
"Clarke County, Mississippi",37626.0,16089.0,41.8,20564.0,2961.0,613.0,6365.0,464.0,2147.0,3252.0,2058.0,802.0,709.0,234.0,2561.0,28,023,18.40387842625396,3.81005656038287
"Kemper County, Mississippi",27016.0,10082.0,41.7,15790.0,2905.0,260.0,3695.0,320.0,775.0,1424.0,860.0,375.0,336.0,158.0,1762.0,28,069,28.81372743503273,2.5788534021027574
"Montgomery County, Mississippi",34983.0,10309.0,42.6,22666.0,2604.0,408.0,4524.0,359.0,2021.0,2695.0,1542.0,980.0,577.0,129.0,1602.0,28,097,25.259482006014164,3.957706858085168
"Oktibbeha County, Mississippi",37348.0,49392.0,25.4,21322.0,13152.0,2173.0,17393.0,2325.0,9477.0,12476.0,7276.0,4728.0,1001.0,234.0,3719.0,28,105,26.62779397473275,4.399497894395854
"Neshoba County, Mississippi",36755.0,29437.0,36.7,19243.0,6401.0,1146.0,10773.0,1974.0,3307.0,6101.0,4234.0,1499.0,959.0,290.0,3762.0,28,099,21.744743010496993,3.8930597547304413
"Pearl River County, Mississippi",44734.0,55049.0,41.0,22136.0,9556.0,2354.0,20710.0,2154.0,10875.0,14336.0,8749.0,4803.0,1619.0,561.0,5057.0,28,109,17.35908009228142,4.2761903031844355
"Leake County, Mississippi",35578.0,22936.0,35.8,18825.0,5566.0,892.0,8228.0,1240.0,2114.0,4132.0,2932.0,835.0,810.0,295.0,3075.0,28,079,24.267527031740496,3.889082664806418
"Noxubee County, Mississippi",30808.0,10942.0,36.0,16591.0,3725.0,689.0,4002.0,945.0,536.0,1844.0,1345.0,289.0,382.0,97.0,1739.0,28,103,34.04313653811003,6.296837872418205
"Rankin County, Mississippi",61605.0,149645.0,37.2,29055.0,12278.0,3352.0,55226.0,5017.0,35424.0,44258.0,29691.0,12845.0,4604.0,755.0,8931.0,28,121,8.204751244612249,2.239967924087006
"Tate County, Mississippi",46233.0,28333.0,37.7,21671.0,5099.0,974.0,10016.0,1336.0,4241.0,6459.0,4381.0,1504.0,1060.0,444.0,3008.0,28,137,17.996682313909574,3.4376875022059084
"Washington County, Mississippi",29387.0,48002.0,36.7,19247.0,15987.0,3465.0,18249.0,2360.0,8069.0,11077.0,7852.0,2753.0,1045.0,137.0,6377.0,28,151,33.30486229740428,7.21844923128203
"Lawrence County, Mississippi",40432.0,12659.0,40.4,21826.0,2498.0,486.0,4822.0,441.0,1189.0,2151.0,1342.0,432.0,758.0,225.0,2232.0,28,077,19.73299628722648,3.839165810885536
"Panola County, Mississippi",35891.0,34229.0,37.0,20191.0,6979.0,1037.0,12449.0,1710.0,3408.0,6044.0,3762.0,1542.0,1210.0,553.0,5455.0,28,107,20.389143708551227,3.029594788045225
"Perry County, Mississippi",35374.0,12047.0,40.7,19308.0,2377.0,484.0,4476.0,1228.0,1044.0,2618.0,1988.0,483.0,349.0,121.0,1523.0,28,111,19.731053374284055,4.017597742176475
"Yalobusha County, Mississippi",37647.0,12426.0,41.8,20037.0,2756.0,296.0,5196.0,404.0,1416.0,2292.0,1360.0,649.0,555.0,234.0,2625.0,28,161,22.17930146467085,2.3821020441010785
"Chickasaw County, Mississippi",33579.0,17305.0,37.0,19609.0,3898.0,556.0,6454.0,773.0,1796.0,3317.0,1994.0,860.0,703.0,304.0,2723.0,28,017,22.525281710488297,3.2129442357700086
"Carroll County, Mississippi",43068.0,10221.0,46.0,22995.0,1404.0,283.0,3592.0,286.0,1454.0,2079.0,989.0,837.0,451.0,223.0,1347.0,28,015,13.736425007337834,2.7688093141571275
"Copiah County, Mississippi",38046.0,28748.0,38.2,18756.0,6782.0,1445.0,9778.0,801.0,2932.0,4363.0,2724.0,1071.0,1324.0,161.0,4621.0,28,029,23.591206344789203,5.026436621678029
"George County, Mississippi",47640.0,23545.0,36.5,20973.0,3385.0,720.0,7220.0,793.0,3152.0,4399.0,2407.0,1660.0,546.0,210.0,2528.0,28,039,14.376725419409642,3.0579740921639416
"Grenada County, Mississippi",34876.0,21379.0,40.3,20150.0,5070.0,922.0,7889.0,883.0,3215.0,4508.0,2600.0,1627.0,589.0,189.0,2979.0,28,043,23.714860377005472,4.3126432480471495
"Hinds County, Mississippi",41011.0,243249.0,34.2,22397.0,56200.0,11700.0,89153.0,9661.0,49341.0,62223.0,39138.0,20847.0,4742.0,858.0,23654.0,28,049,23.103897652200008,4.809886166027404
"Jefferson County, Mississippi",21779.0,7463.0,34.9,13758.0,3301.0,195.0,2453.0,523.0,564.0,1387.0,1063.0,153.0,359.0,125.0,1049.0,28,063,44.23154227522444,2.6128902586091383
"Newton County, Mississippi",37643.0,21437.0,37.2,21177.0,4771.0,676.0,8010.0,1258.0,2771.0,4551.0,2977.0,1279.0,517.0,194.0,2751.0,28,101,22.25591267434809,3.1534263189812006
"Union County, Mississippi",40076.0,28202.0,37.9,19518.0,5055.0,1050.0,9927.0,1755.0,3714.0,6207.0,4445.0,1373.0,871.0,266.0,3250.0,28,145,17.924260690731153,3.7231402028224947
"Prentiss County, Mississippi",32854.0,25389.0,39.5,19016.0,5449.0,711.0,9533.0,1950.0,3458.0,6028.0,4526.0,1078.0,844.0,244.0,3065.0,28,117,21.46205049430856,2.8004253810705424
"Howell County, Missouri",34984.0,40139.0,40.2,20274.0,9026.0,866.0,16204.0,1659.0,7997.0,10502.0,5271.0,4474.0,1165.0,440.0,4520.0,29,091,22.486858167866664,2.1575026781932785
"Carter County, Missouri",37875.0,6255.0,41.3,21569.0,900.0,183.0,2403.0,207.0,1050.0,1439.0,725.0,547.0,223.0,152.0,868.0,29,035,14.388489208633093,2.9256594724220624
"Dade County, Missouri",38880.0,7581.0,46.7,20468.0,1691.0,321.0,3107.0,520.0,1113.0,1953.0,1259.0,461.0,344.0,111.0,960.0,29,057,22.305764411027567,4.2342698852394145
"Linn County, Missouri",41652.0,12248.0,42.5,22361.0,1999.0,180.0,4997.0,503.0,2514.0,3394.0,2043.0,1031.0,521.0,195.0,1433.0,29,115,16.321032005225344,1.4696276943174396
"Johnson County, Missouri",50689.0,53941.0,29.9,23304.0,7953.0,1812.0,19918.0,2434.0,12321.0,16250.0,11672.0,3872.0,1547.0,459.0,2721.0,29,101,14.743886839324446,3.359225820804212
"Laclede County, Missouri",42646.0,35488.0,40.1,20534.0,6198.0,1242.0,13825.0,1880.0,6133.0,9045.0,5110.0,3200.0,1191.0,474.0,3723.0,29,105,17.465058611361588,3.4997745716862037
"Maries County, Missouri",41715.0,8959.0,44.4,22087.0,1673.0,310.0,3667.0,320.0,1385.0,2110.0,1232.0,609.0,429.0,186.0,1349.0,29,125,18.673959147226252,3.4602076124567476
"Phelps County, Missouri",41681.0,44873.0,34.8,23691.0,8542.0,1289.0,17330.0,1426.0,10652.0,13166.0,7008.0,5430.0,1267.0,480.0,3322.0,29,161,19.03594589173891,2.872551422904642
"Platte County, Missouri",74199.0,96899.0,38.2,37443.0,6936.0,2179.0,38147.0,3048.0,28914.0,33390.0,23990.0,8707.0,2104.0,325.0,3411.0,29,165,7.1579686064871675,2.2487332170610634
"St. Francois County, Missouri",42873.0,66248.0,39.2,20944.0,9139.0,1818.0,24661.0,4066.0,11588.0,17577.0,11855.0,4511.0,2431.0,894.0,6171.0,29,187,13.79513343799058,2.744233788189832
"St. Louis city, Missouri",38664.0,314867.0,35.2,26739.0,76472.0,15697.0,139741.0,10438.0,81299.0,94687.0,62371.0,29513.0,5193.0,917.0,37059.0,29,510,24.287079941689665,4.985279498963054
"Andrew County, Missouri",56658.0,17358.0,42.5,28003.0,1533.0,373.0,6874.0,457.0,4039.0,5073.0,2875.0,1773.0,613.0,272.0,1409.0,29,003,8.831662633944003,2.1488650766217305
"Butler County, Missouri",37878.0,42826.0,40.3,20855.0,9025.0,1722.0,16550.0,2128.0,7599.0,11004.0,7699.0,2690.0,1246.0,435.0,4986.0,29,023,21.073646850044366,4.020921869892121
"Carroll County, Missouri",43583.0,8909.0,42.8,24642.0,1615.0,329.0,3618.0,420.0,1711.0,2339.0,1280.0,907.0,270.0,83.0,1076.0,29,033,18.127735997306093,3.6928948254574028
"Daviess County, Missouri",45707.0,8300.0,41.3,22642.0,1066.0,128.0,3083.0,563.0,1133.0,2092.0,1443.0,464.0,400.0,120.0,866.0,29,061,12.843373493975903,1.5421686746987953
"Holt County, Missouri",43981.0,4499.0,48.4,25306.0,527.0,94.0,2111.0,195.0,1057.0,1436.0,855.0,459.0,201.0,72.0,576.0,29,087,11.713714158701933,2.0893531895976882
"Knox County, Missouri",39674.0,3976.0,43.7,22171.0,787.0,101.0,1602.0,122.0,720.0,954.0,494.0,378.0,116.0,42.0,575.0,29,103,19.793762575452718,2.5402414486921527
"Ripley County, Missouri",33849.0,13807.0,42.5,18434.0,3187.0,416.0,5397.0,331.0,2688.0,3470.0,1809.0,1242.0,532.0,278.0,1709.0,29,181,23.082494386905193,3.012964438328384
"Marion County, Missouri",44098.0,28703.0,39.2,22662.0,5013.0,915.0,11311.0,1082.0,6492.0,8214.0,5249.0,2508.0,707.0,317.0,2565.0,29,127,17.46507333728182,3.187820088492492
"Montgomery County, Missouri",43094.0,11618.0,43.9,21757.0,1804.0,310.0,4844.0,314.0,2114.0,2980.0,1584.0,1047.0,582.0,285.0,1571.0,29,139,15.527629540368395,2.6682733689103117
"Osage County, Missouri",54503.0,13610.0,40.1,24995.0,912.0,236.0,5108.0,710.0,1397.0,3062.0,1822.0,663.0,875.0,411.0,1444.0,29,151,6.700955180014695,1.7340191036002939
"Stoddard County, Missouri",40076.0,29634.0,42.1,21684.0,4864.0,979.0,11773.0,1400.0,5655.0,8088.0,5878.0,1773.0,1027.0,264.0,3337.0,29,207,16.41357899709793,3.303637713437268
"Warren County, Missouri",56193.0,33554.0,40.9,26845.0,4256.0,968.0,12032.0,677.0,7478.0,8909.0,5601.0,2540.0,1109.0,340.0,2336.0,29,219,12.684031710079275,2.884901949096978
"Washington County, Missouri",37810.0,24968.0,40.6,18314.0,4749.0,999.0,9048.0,829.0,3557.0,5337.0,2326.0,2220.0,1019.0,592.0,3014.0,29,221,19.020346042934957,4.001121435437359
"Audrain County, Missouri",44056.0,25763.0,39.6,21226.0,3953.0,853.0,9457.0,1014.0,4637.0,6435.0,4056.0,1864.0,923.0,284.0,2574.0,29,007,15.34370997166479,3.3109498117455267
"Christian County, Missouri",55761.0,83028.0,37.6,26628.0,8588.0,2199.0,30774.0,3249.0,18822.0,24274.0,16052.0,6797.0,2917.0,744.0,4920.0,29,043,10.343498578792696,2.648504119092354
"DeKalb County, Missouri",46517.0,12564.0,40.5,18994.0,1135.0,151.0,3854.0,539.0,1601.0,2561.0,1717.0,612.0,477.0,172.0,1059.0,29,063,9.033747214262974,1.2018465456860872
"Greene County, Missouri",43175.0,286759.0,35.7,25529.0,50765.0,7216.0,119989.0,10327.0,72935.0,88595.0,54701.0,30685.0,7048.0,1551.0,21942.0,29,077,17.703018911350647,2.516398787832291
"Harrison County, Missouri",42889.0,8615.0,42.8,20947.0,1527.0,132.0,3528.0,526.0,1780.0,2558.0,1671.0,711.0,315.0,76.0,849.0,29,081,17.72489843296576,1.5322112594312247
"Lafayette County, Missouri",52557.0,32655.0,42.2,27260.0,4081.0,881.0,13224.0,1287.0,7166.0,9361.0,6237.0,2667.0,1023.0,261.0,3147.0,29,107,12.497320471596998,2.697902312050222
"St. Clair County, Missouri",35066.0,9396.0,50.0,20827.0,2017.0,295.0,4135.0,667.0,1179.0,2480.0,1649.0,518.0,589.0,242.0,1403.0,29,185,21.46658152405279,3.1396338867603237
"Adair County, Missouri",38750.0,25437.0,27.3,21778.0,5943.0,656.0,9595.0,861.0,5678.0,6977.0,3880.0,2769.0,583.0,177.0,2067.0,29,001,23.363604198608325,2.5789204701812323
"Schuyler County, Missouri",38848.0,4450.0,40.6,19882.0,803.0,122.0,1669.0,139.0,674.0,946.0,512.0,348.0,155.0,49.0,657.0,29,197,18.04494382022472,2.741573033707865
"Scotland County, Missouri",42939.0,4883.0,37.2,23785.0,792.0,103.0,1870.0,190.0,996.0,1295.0,706.0,461.0,129.0,54.0,519.0,29,199,16.219537169772682,2.1093590006143765
"Sullivan County, Missouri",42034.0,6382.0,41.5,21168.0,989.0,94.0,2283.0,251.0,991.0,1432.0,687.0,596.0,210.0,103.0,703.0,29,211,15.49670949545597,1.472892510184895
"Camden County, Missouri",50496.0,44855.0,51.0,25492.0,7753.0,1481.0,16340.0,1932.0,7583.0,11848.0,6535.0,3667.0,2518.0,1318.0,3423.0,29,029,17.284583658455023,3.30175008360272
"Clark County, Missouri",45216.0,6807.0,43.8,26253.0,1023.0,151.0,2907.0,371.0,1349.0,1938.0,1263.0,542.0,234.0,100.0,856.0,29,045,15.02864698104892,2.2183046863522846
"Jasper County, Missouri",45328.0,118522.0,35.9,23390.0,20083.0,3262.0,46009.0,4416.0,23853.0,31078.0,19126.0,10182.0,3179.0,1155.0,10418.0,29,097,16.94453350432831,2.7522316531951874
"Jefferson County, Missouri",60765.0,222639.0,38.8,27443.0,24077.0,7564.0,83744.0,7531.0,52013.0,66766.0,39561.0,22714.0,7750.0,3148.0,13825.0,29,099,10.814367653465924,3.397428123554274
"Lewis County, Missouri",47148.0,10078.0,40.1,22083.0,1418.0,144.0,3754.0,488.0,1819.0,2597.0,1657.0,725.0,354.0,151.0,944.0,29,111,14.070252034133757,1.4288549315340344
"McDonald County, Missouri",41207.0,22753.0,38.3,19577.0,4269.0,596.0,8137.0,580.0,3109.0,4196.0,2568.0,1496.0,512.0,104.0,3028.0,29,119,18.762361007339692,2.6194347998066188
"New Madrid County, Missouri",33846.0,18030.0,41.3,20261.0,4240.0,716.0,7309.0,845.0,3256.0,4553.0,2852.0,1471.0,479.0,139.0,2423.0,29,143,23.516361619523018,3.971159179145868
"Perry County, Missouri",54935.0,19135.0,40.5,24846.0,1530.0,395.0,7529.0,1603.0,2858.0,5419.0,4111.0,887.0,1085.0,337.0,1861.0,29,157,7.99581917951398,2.0642801149725636
"Polk County, Missouri",44805.0,31347.0,37.5,21357.0,4309.0,852.0,11717.0,1648.0,5846.0,8409.0,5385.0,2261.0,1061.0,452.0,2488.0,29,167,13.746132006252592,2.7179634414776532
"Ralls County, Missouri",50161.0,10208.0,44.7,24687.0,1342.0,238.0,3994.0,301.0,2576.0,3028.0,1822.0,1059.0,270.0,69.0,800.0,29,173,13.14655172413793,2.3315047021943576
"Ray County, Missouri",57270.0,22859.0,41.8,26781.0,3527.0,605.0,8684.0,1171.0,3731.0,6163.0,3903.0,1576.0,1317.0,492.0,1985.0,29,177,15.42937136357671,2.6466599588783413
"Stone County, Missouri",43292.0,31529.0,52.7,26052.0,3999.0,1019.0,12880.0,1151.0,6870.0,9386.0,5301.0,3220.0,1470.0,616.0,2492.0,29,209,12.68356116591075,3.231945193314092
"Reynolds County, Missouri",40265.0,6361.0,46.0,21593.0,1067.0,207.0,2628.0,190.0,1256.0,1660.0,590.0,880.0,255.0,131.0,795.0,29,179,16.774092123879893,3.2542053136299325
"St. Louis County, Missouri",62931.0,999539.0,40.3,38081.0,95974.0,31165.0,402307.0,28281.0,293623.0,331648.0,219421.0,103244.0,18415.0,2767.0,55702.0,29,189,9.601826441989758,3.1179373691271675
"Scott County, Missouri",41628.0,38858.0,40.0,22939.0,7646.0,1084.0,15241.0,2194.0,7829.0,10838.0,7250.0,3022.0,930.0,362.0,3854.0,29,201,19.676771835915385,2.789644346080601
"Barry County, Missouri",40638.0,35398.0,43.2,20840.0,7141.0,1243.0,13091.0,1360.0,4980.0,7506.0,4532.0,2405.0,1071.0,391.0,4167.0,29,009,20.173456127464828,3.511497824735861
"Barton County, Missouri",41184.0,11942.0,40.6,24628.0,2460.0,303.0,4939.0,529.0,1747.0,2854.0,1842.0,721.0,616.0,182.0,1724.0,29,011,20.599564562049906,2.5372634399598057
"Boone County, Missouri",52005.0,174589.0,30.6,28495.0,30979.0,4243.0,68898.0,3706.0,50282.0,56338.0,36596.0,18081.0,3970.0,727.0,8539.0,29,019,17.743958668644645,2.430279112658873
"Cedar County, Missouri",35930.0,13862.0,44.0,20228.0,3079.0,618.0,5879.0,958.0,2281.0,3735.0,2687.0,832.0,449.0,108.0,1802.0,29,039,22.211802048766412,4.458231135478286
"Cole County, Missouri",54216.0,76749.0,38.2,27559.0,9027.0,1690.0,29642.0,2210.0,17027.0,20366.0,12319.0,7025.0,1637.0,411.0,6343.0,29,051,11.761716765039283,2.2019830877275273
"Crawford County, Missouri",37171.0,24387.0,41.6,20799.0,4803.0,1233.0,9286.0,733.0,4714.0,5976.0,2979.0,2668.0,682.0,219.0,2822.0,29,055,19.69491942428343,5.055972444335096
"Gasconade County, Missouri",50687.0,14769.0,45.9,25963.0,1726.0,242.0,6135.0,394.0,3563.0,4372.0,2219.0,1793.0,482.0,200.0,1422.0,29,073,11.686640937097975,1.638567269280249
"Iron County, Missouri",36457.0,10286.0,45.3,19414.0,2083.0,362.0,4062.0,186.0,1941.0,2417.0,918.0,1262.0,307.0,188.0,1408.0,29,093,20.25082636593428,3.5193466848143107
"Livingston County, Missouri",45929.0,15025.0,40.7,22248.0,2469.0,232.0,5813.0,703.0,2698.0,3866.0,2337.0,1116.0,619.0,224.0,1695.0,29,117,16.43261231281198,1.5440931780366056
"Macon County, Missouri",38903.0,15319.0,43.0,20890.0,2563.0,514.0,6023.0,422.0,3128.0,3855.0,2153.0,1403.0,442.0,139.0,1881.0,29,121,16.73085710555519,3.3553103988511
"Moniteau County, Missouri",50897.0,15904.0,38.6,21305.0,1730.0,404.0,5373.0,288.0,2726.0,3198.0,1788.0,1268.0,275.0,93.0,1611.0,29,135,10.877766599597585,2.5402414486921527
"Oregon County, Missouri",32070.0,10779.0,46.3,18309.0,2662.0,219.0,4375.0,329.0,1692.0,2340.0,947.0,1079.0,401.0,197.0,1675.0,29,149,24.696168475739864,2.0317283607013636
"Pemiscot County, Missouri",32468.0,17344.0,37.7,18883.0,4859.0,756.0,6875.0,768.0,2761.0,4287.0,2682.0,1292.0,786.0,212.0,2408.0,29,155,28.015452029520294,4.358856088560886
"Pettis County, Missouri",43097.0,42309.0,37.9,22304.0,7125.0,1152.0,16031.0,1562.0,7590.0,11450.0,6682.0,3298.0,2338.0,1072.0,3837.0,29,159,16.840388569807843,2.722824930865773
"Ste. Genevieve County, Missouri",50959.0,17882.0,43.0,26418.0,2934.0,414.0,7185.0,1218.0,2537.0,4946.0,3439.0,1007.0,1253.0,412.0,1875.0,29,186,16.40756067553965,2.315177273235656
"Shannon County, Missouri",31202.0,8273.0,44.8,17903.0,2483.0,255.0,3158.0,210.0,900.0,1560.0,564.0,622.0,423.0,331.0,1354.0,29,203,30.0132962649583,3.0823159676054637
"Randolph County, Missouri",44754.0,24987.0,39.2,19984.0,3758.0,653.0,8348.0,620.0,4425.0,5827.0,2990.0,2260.0,871.0,311.0,2112.0,29,175,15.03982070676752,2.613358946652259
"Douglas County, Missouri",33003.0,13391.0,47.3,18095.0,2718.0,379.0,5173.0,459.0,1972.0,2810.0,1521.0,998.0,424.0,164.0,1708.0,29,067,20.29721454708386,2.830259129265925
"Dunklin County, Missouri",32348.0,30905.0,39.4,18878.0,8025.0,871.0,12760.0,1145.0,6067.0,8055.0,4938.0,2639.0,1034.0,319.0,3950.0,29,069,25.96667205953729,2.8183141886426144
"Franklin County, Missouri",53849.0,102413.0,40.7,27209.0,10740.0,2584.0,40612.0,4773.0,21210.0,29921.0,17794.0,9933.0,4383.0,1590.0,8938.0,29,071,10.486949898938612,2.5231171823889547
"Henry County, Missouri",41089.0,21834.0,44.0,24371.0,4524.0,640.0,9294.0,1319.0,4262.0,6435.0,4369.0,1604.0,934.0,344.0,2334.0,29,083,20.719978015938445,2.931208207382981
"Howard County, Missouri",50356.0,10144.0,38.9,23430.0,1551.0,231.0,3713.0,265.0,1649.0,2472.0,1292.0,823.0,618.0,259.0,996.0,29,089,15.289826498422713,2.2772082018927446
"Jackson County, Missouri",50652.0,688554.0,36.6,28965.0,108026.0,20320.0,280174.0,25250.0,179539.0,213290.0,141591.0,64888.0,11969.0,2984.0,54871.0,29,095,15.688820339435978,2.9511120405952185
"Lawrence County, Missouri",41673.0,38131.0,39.7,21022.0,6387.0,1113.0,14636.0,2138.0,6913.0,10369.0,6552.0,3103.0,1343.0,486.0,3633.0,29,109,16.75015079594031,2.9188848968031262
"Miller County, Missouri",41461.0,24947.0,41.1,23346.0,4061.0,843.0,9514.0,1233.0,3717.0,6183.0,3375.0,1939.0,1266.0,628.0,2847.0,29,131,16.278510442137332,3.3791638273139055
"Pulaski County, Missouri",51137.0,53132.0,27.6,21716.0,5567.0,1552.0,15375.0,1266.0,9857.0,11866.0,5871.0,5388.0,923.0,330.0,2373.0,29,169,10.477678235338402,2.9210268764586313
"Putnam County, Missouri",37028.0,4846.0,46.7,20729.0,808.0,127.0,1956.0,121.0,1068.0,1232.0,639.0,556.0,78.0,14.0,588.0,29,171,16.673545191910854,2.620718118035493
"Taney County, Missouri",39661.0,54308.0,41.9,21381.0,8996.0,1647.0,22142.0,1924.0,13672.0,16504.0,10104.0,5819.0,1127.0,347.0,3813.0,29,213,16.564778669809236,3.0327023642925535
"Texas County, Missouri",35571.0,25714.0,42.3,17918.0,6102.0,671.0,9303.0,809.0,3700.0,5391.0,2330.0,2422.0,917.0,526.0,2775.0,29,215,23.73026366959633,2.609473438593762
"Buchanan County, Missouri",48652.0,89425.0,37.1,24271.0,14698.0,2548.0,33304.0,3518.0,18644.0,23697.0,16017.0,6960.0,1926.0,425.0,8441.0,29,021,16.43611965334079,2.8493150684931505
"Caldwell County, Missouri",44975.0,9046.0,42.9,24200.0,1160.0,152.0,3741.0,666.0,1382.0,2512.0,1716.0,517.0,451.0,221.0,1085.0,29,025,12.823347335839046,1.6803006853858058
"Callaway County, Missouri",53180.0,44793.0,38.3,24208.0,5012.0,908.0,16105.0,1051.0,8784.0,10954.0,6277.0,3861.0,1435.0,493.0,4306.0,29,027,11.189248320050007,2.0271024490433773
"Cass County, Missouri",65352.0,101888.0,39.5,30618.0,9492.0,2565.0,38706.0,3728.0,24996.0,31438.0,21307.0,8579.0,3120.0,802.0,5550.0,29,037,9.316111809045227,2.517470163316583
"Clinton County, Missouri",57591.0,20495.0,41.1,27655.0,2190.0,383.0,8185.0,1172.0,3998.0,6129.0,4322.0,1487.0,1063.0,224.0,1599.0,29,049,10.685533056843132,1.868748475237863
"Cooper County, Missouri",46547.0,17620.0,39.2,22371.0,1787.0,409.0,6410.0,499.0,3431.0,4450.0,2436.0,1694.0,532.0,201.0,1655.0,29,053,10.141884222474461,2.321225879682179
"Dallas County, Missouri",41441.0,16441.0,43.5,19647.0,2553.0,504.0,6156.0,952.0,2009.0,3698.0,2007.0,1041.0,991.0,392.0,1960.0,29,059,15.52825253938325,3.0655069642965755
"Gentry County, Missouri",43777.0,6688.0,41.3,20903.0,1180.0,130.0,2662.0,279.0,1335.0,1929.0,1222.0,563.0,362.0,108.0,648.0,29,075,17.64354066985646,1.94377990430622
"Hickory County, Missouri",34746.0,9352.0,54.8,19711.0,2143.0,341.0,3983.0,593.0,1633.0,2518.0,1437.0,837.0,382.0,141.0,1170.0,29,085,22.914884516680925,3.646278870829769
"Lincoln County, Missouri",58603.0,54800.0,37.3,24023.0,7122.0,1685.0,18698.0,1428.0,11384.0,14285.0,8978.0,4436.0,2197.0,493.0,3550.0,29,113,12.996350364963504,3.0748175182481754
"Mississippi County, Missouri",32212.0,13916.0,39.4,17918.0,3843.0,530.0,5128.0,788.0,2273.0,3388.0,2171.0,1006.0,390.0,198.0,1460.0,29,133,27.61569416498994,3.808565679793044
"Monroe County, Missouri",42011.0,8676.0,45.2,22255.0,1109.0,184.0,3615.0,409.0,1515.0,2286.0,1337.0,698.0,371.0,208.0,1215.0,29,137,12.782388197325957,2.120792992162287
"Newton County, Missouri",46723.0,58237.0,39.4,25837.0,7389.0,1543.0,22151.0,3120.0,9437.0,14674.0,9859.0,3571.0,2216.0,946.0,6177.0,29,145,12.687810155056065,2.649518347442348
"Ozark County, Missouri",32021.0,9328.0,51.1,17857.0,2549.0,286.0,4075.0,497.0,1325.0,2259.0,1324.0,586.0,525.0,240.0,1564.0,29,153,27.326329331046313,3.0660377358490565
"Pike County, Missouri",45112.0,18517.0,39.2,20947.0,2444.0,376.0,6741.0,989.0,2594.0,4457.0,2843.0,1087.0,1010.0,429.0,1908.0,29,163,13.19868229194794,2.030566506453529
